id,name,height,weight,generation,moves,forms,hp,attack,defense,special_attack,special_defense,speed,abilities,primary_type,secondary_type
25,pikachu,4,60,1,"['mega-punch', 'pay-day', 'thunder-punch', 'slam', 'double-kick', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'growl', 'surf', 'submission', 'counter', 'seismic-toss', 'strength', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'agility', 'quick-attack', 'rage', 'mimic', 'double-team', 'defense-curl', 'light-screen', 'reflect', 'bide', 'swift', 'skull-bash', 'flash', 'rest', 'substitute', 'thief', 'snore', 'curse', 'reversal', 'protect', 'sweet-kiss', 'mud-slap', 'zap-cannon', 'detect', 'endure', 'charm', 'rollout', 'swagger', 'spark', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'encore', 'iron-tail', 'hidden-power', 'rain-dance', 'rock-smash', 'uproar', 'facade', 'focus-punch', 'charge', 'helping-hand', 'brick-break', 'knock-off', 'endeavor', 'secret-power', 'fake-tears', 'signal-beam', 'covet', 'volt-tackle', 'calm-mind', 'shock-wave', 'natural-gift', 'feint', 'fling', 'magnet-rise', 'nasty-plot', 'discharge', 'captivate', 'grass-knot', 'charge-beam', 'electro-ball', 'round', 'echoed-voice', 'volt-switch', 'electroweb', 'wild-charge', 'disarming-voice', 'draining-kiss', 'play-rough', 'play-nice', 'confide', 'eerie-impulse', 'electric-terrain', 'nuzzle', 'laser-focus', 'rising-voltage', 'tera-blast', 'trailblaze', 'alluring-voice', 'upper-hand']",['pikachu'],35,55,40,50,50,90,"['static', 'lightning-rod']",electric,
26,raichu,8,300,1,"['mega-punch', 'pay-day', 'thunder-punch', 'slam', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'growl', 'surf', 'hyper-beam', 'submission', 'counter', 'seismic-toss', 'strength', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'agility', 'quick-attack', 'rage', 'mimic', 'double-team', 'defense-curl', 'light-screen', 'reflect', 'bide', 'swift', 'skull-bash', 'flash', 'rest', 'substitute', 'thief', 'snore', 'curse', 'reversal', 'protect', 'sweet-kiss', 'mud-slap', 'zap-cannon', 'detect', 'endure', 'charm', 'rollout', 'swagger', 'spark', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dynamic-punch', 'encore', 'iron-tail', 'hidden-power', 'rain-dance', 'rock-smash', 'fake-out', 'uproar', 'facade', 'focus-punch', 'charge', 'helping-hand', 'brick-break', 'knock-off', 'endeavor', 'secret-power', 'signal-beam', 'covet', 'calm-mind', 'shock-wave', 'natural-gift', 'feint', 'fling', 'magnet-rise', 'focus-blast', 'giga-impact', 'nasty-plot', 'discharge', 'captivate', 'grass-knot', 'charge-beam', 'electro-ball', 'round', 'echoed-voice', 'volt-switch', 'electroweb', 'wild-charge', 'disarming-voice', 'draining-kiss', 'play-rough', 'play-nice', 'confide', 'eerie-impulse', 'electric-terrain', 'nuzzle', 'laser-focus', 'speed-swap', 'brutal-swing', 'rising-voltage', 'tera-blast', 'trailblaze', 'alluring-voice', 'upper-hand']",['raichu'],60,90,55,90,80,110,"['static', 'lightning-rod']",electric,
27,sandshrew,6,120,1,"['scratch', 'swords-dance', 'cut', 'sand-attack', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'poison-sting', 'submission', 'low-kick', 'counter', 'seismic-toss', 'strength', 'earthquake', 'fissure', 'dig', 'toxic', 'agility', 'rage', 'mimic', 'double-team', 'defense-curl', 'bide', 'swift', 'skull-bash', 'amnesia', 'leech-life', 'fury-swipes', 'rest', 'rock-slide', 'super-fang', 'slash', 'substitute', 'thief', 'snore', 'curse', 'flail', 'protect', 'mud-slap', 'spikes', 'detect', 'sandstorm', 'endure', 'rollout', 'false-swipe', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'magnitude', 'dynamic-punch', 'rapid-spin', 'iron-tail', 'metal-claw', 'hidden-power', 'sunny-day', 'rock-smash', 'facade', 'focus-punch', 'brick-break', 'knock-off', 'endeavor', 'secret-power', 'crush-claw', 'rock-tomb', 'sand-tomb', 'aerial-ace', 'mud-shot', 'covet', 'gyro-ball', 'natural-gift', 'fling', 'poison-jab', 'night-slash', 'x-scissor', 'earth-power', 'shadow-claw', 'rock-climb', 'stone-edge', 'captivate', 'stealth-rock', 'hone-claws', 'smack-down', 'round', 'chip-away', 'bulldoze', 'work-up', 'rototiller', 'confide', 'high-horsepower', 'throat-chop', 'stomping-tantrum', 'steel-roller', 'scorching-sands', 'tera-blast']",['sandshrew'],50,75,85,20,30,40,"['sand-veil', 'sand-rush']",ground,
28,sandslash,10,295,1,"['scratch', 'swords-dance', 'cut', 'sand-attack', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'poison-sting', 'pin-missile', 'hyper-beam', 'submission', 'low-kick', 'counter', 'seismic-toss', 'strength', 'earthquake', 'fissure', 'dig', 'toxic', 'agility', 'rage', 'mimic', 'double-team', 'defense-curl', 'bide', 'swift', 'skull-bash', 'amnesia', 'leech-life', 'fury-swipes', 'rest', 'rock-slide', 'super-fang', 'slash', 'substitute', 'thief', 'snore', 'curse', 'flail', 'protect', 'mud-slap', 'spikes', 'detect', 'sandstorm', 'endure', 'rollout', 'false-swipe', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'magnitude', 'dynamic-punch', 'rapid-spin', 'iron-tail', 'metal-claw', 'hidden-power', 'sunny-day', 'rock-smash', 'facade', 'focus-punch', 'brick-break', 'knock-off', 'endeavor', 'secret-power', 'crush-claw', 'rock-tomb', 'sand-tomb', 'aerial-ace', 'mud-shot', 'covet', 'gyro-ball', 'natural-gift', 'fling', 'poison-jab', 'night-slash', 'x-scissor', 'focus-blast', 'earth-power', 'giga-impact', 'shadow-claw', 'rock-climb', 'gunk-shot', 'stone-edge', 'captivate', 'stealth-rock', 'hone-claws', 'smack-down', 'round', 'bulldoze', 'work-up', 'drill-run', 'confide', 'high-horsepower', 'throat-chop', 'stomping-tantrum', 'steel-roller', 'scorching-sands', 'tera-blast']",['sandslash'],75,100,110,45,55,65,"['sand-veil', 'sand-rush']",ground,
29,nidoran-f,4,70,1,"['scratch', 'cut', 'double-kick', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'poison-sting', 'bite', 'growl', 'supersonic', 'disable', 'ice-beam', 'blizzard', 'counter', 'strength', 'thunderbolt', 'thunder', 'dig', 'toxic', 'rage', 'mimic', 'double-team', 'defense-curl', 'reflect', 'focus-energy', 'bide', 'skull-bash', 'fury-swipes', 'rest', 'super-fang', 'substitute', 'thief', 'snore', 'curse', 'protect', 'sludge-bomb', 'mud-slap', 'detect', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'rock-smash', 'beat-up', 'flatter', 'facade', 'helping-hand', 'secret-power', 'poison-fang', 'aerial-ace', 'poison-tail', 'shock-wave', 'water-pulse', 'natural-gift', 'toxic-spikes', 'poison-jab', 'earth-power', 'shadow-claw', 'captivate', 'hone-claws', 'venoshock', 'round', 'echoed-voice', 'chip-away', 'confide', 'venom-drench']",['nidoran-f'],55,47,52,40,40,41,"['poison-point', 'rivalry', 'hustle']",poison,
30,nidorina,8,200,1,"['scratch', 'cut', 'double-kick', 'headbutt', 'horn-drill', 'tackle', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'poison-sting', 'bite', 'growl', 'water-gun', 'ice-beam', 'blizzard', 'bubble-beam', 'counter', 'strength', 'thunderbolt', 'thunder', 'dig', 'toxic', 'rage', 'mimic', 'double-team', 'defense-curl', 'reflect', 'focus-energy', 'bide', 'skull-bash', 'fury-swipes', 'rest', 'super-fang', 'substitute', 'thief', 'snore', 'curse', 'protect', 'sludge-bomb', 'mud-slap', 'detect', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'rock-smash', 'beat-up', 'flatter', 'facade', 'helping-hand', 'secret-power', 'poison-fang', 'aerial-ace', 'shock-wave', 'water-pulse', 'natural-gift', 'toxic-spikes', 'poison-jab', 'earth-power', 'shadow-claw', 'captivate', 'hone-claws', 'venoshock', 'round', 'echoed-voice', 'confide', 'venom-drench', 'stomping-tantrum']",['nidorina'],70,62,67,55,55,56,"['poison-point', 'rivalry', 'hustle']",poison,
31,nidoqueen,13,600,1,"['mega-punch', 'pay-day', 'fire-punch', 'ice-punch', 'thunder-punch', 'scratch', 'cut', 'double-kick', 'mega-kick', 'headbutt', 'horn-drill', 'tackle', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'poison-sting', 'bite', 'growl', 'roar', 'supersonic', 'flamethrower', 'water-gun', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'submission', 'counter', 'seismic-toss', 'strength', 'thunderbolt', 'thunder', 'earthquake', 'fissure', 'dig', 'toxic', 'rage', 'mimic', 'double-team', 'defense-curl', 'reflect', 'focus-energy', 'bide', 'fire-blast', 'skull-bash', 'fury-swipes', 'rest', 'rock-slide', 'super-fang', 'substitute', 'thief', 'snore', 'curse', 'protect', 'sludge-bomb', 'mud-slap', 'icy-wind', 'detect', 'outrage', 'sandstorm', 'endure', 'charm', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'shadow-ball', 'rock-smash', 'whirlpool', 'beat-up', 'uproar', 'torment', 'flatter', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'superpower', 'brick-break', 'secret-power', 'rock-tomb', 'sand-tomb', 'aerial-ace', 'mud-shot', 'rock-blast', 'shock-wave', 'water-pulse', 'natural-gift', 'fling', 'toxic-spikes', 'poison-jab', 'aqua-tail', 'dragon-pulse', 'focus-blast', 'earth-power', 'giga-impact', 'avalanche', 'shadow-claw', 'rock-climb', 'stone-edge', 'captivate', 'stealth-rock', 'hone-claws', 'venoshock', 'smack-down', 'sludge-wave', 'round', 'echoed-voice', 'chip-away', 'hex', 'incinerate', 'quash', 'bulldoze', 'dragon-tail', 'drill-run', 'confide', 'venom-drench', 'power-up-punch', 'high-horsepower', 'throat-chop', 'stomping-tantrum', 'body-press', 'scorching-sands']",['nidoqueen'],90,92,87,75,85,76,"['poison-point', 'rivalry', 'sheer-force']",poison,ground
32,nidoran-m,5,90,1,"['cut', 'double-kick', 'headbutt', 'horn-attack', 'fury-attack', 'horn-drill', 'tackle', 'body-slam', 'take-down', 'thrash', 'double-edge', 'poison-sting', 'leer', 'supersonic', 'disable', 'ice-beam', 'blizzard', 'peck', 'counter', 'strength', 'thunderbolt', 'thunder', 'dig', 'toxic', 'confusion', 'rage', 'mimic', 'double-team', 'defense-curl', 'reflect', 'focus-energy', 'bide', 'skull-bash', 'amnesia', 'rest', 'super-fang', 'substitute', 'thief', 'snore', 'curse', 'protect', 'sludge-bomb', 'mud-slap', 'detect', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'rock-smash', 'beat-up', 'flatter', 'facade', 'helping-hand', 'secret-power', 'poison-tail', 'shock-wave', 'water-pulse', 'natural-gift', 'sucker-punch', 'toxic-spikes', 'poison-jab', 'earth-power', 'shadow-claw', 'captivate', 'head-smash', 'hone-claws', 'venoshock', 'round', 'echoed-voice', 'chip-away', 'drill-run', 'confide', 'venom-drench', 'smart-strike']",['nidoran-m'],46,57,40,40,40,50,"['poison-point', 'rivalry', 'hustle']",poison,
33,nidorino,9,195,1,"['cut', 'double-kick', 'headbutt', 'horn-attack', 'fury-attack', 'horn-drill', 'tackle', 'body-slam', 'take-down', 'double-edge', 'poison-sting', 'leer', 'water-gun', 'ice-beam', 'blizzard', 'bubble-beam', 'peck', 'counter', 'strength', 'thunderbolt', 'thunder', 'dig', 'toxic', 'rage', 'mimic', 'double-team', 'defense-curl', 'reflect', 'focus-energy', 'bide', 'skull-bash', 'amnesia', 'rest', 'super-fang', 'substitute', 'thief', 'snore', 'curse', 'protect', 'sludge-bomb', 'mud-slap', 'detect', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'rock-smash', 'beat-up', 'flatter', 'facade', 'helping-hand', 'secret-power', 'shock-wave', 'water-pulse', 'natural-gift', 'sucker-punch', 'toxic-spikes', 'poison-jab', 'earth-power', 'shadow-claw', 'captivate', 'hone-claws', 'venoshock', 'round', 'echoed-voice', 'drill-run', 'confide', 'venom-drench', 'smart-strike', 'stomping-tantrum']",['nidorino'],61,72,57,55,55,65,"['poison-point', 'rivalry', 'hustle']",poison,
34,nidoking,14,620,1,"['mega-punch', 'pay-day', 'fire-punch', 'ice-punch', 'thunder-punch', 'cut', 'double-kick', 'mega-kick', 'headbutt', 'horn-attack', 'fury-attack', 'horn-drill', 'tackle', 'body-slam', 'take-down', 'thrash', 'double-edge', 'poison-sting', 'leer', 'roar', 'supersonic', 'flamethrower', 'water-gun', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'peck', 'submission', 'counter', 'seismic-toss', 'strength', 'thunderbolt', 'thunder', 'earthquake', 'fissure', 'dig', 'toxic', 'rage', 'mimic', 'double-team', 'defense-curl', 'reflect', 'focus-energy', 'bide', 'fire-blast', 'skull-bash', 'amnesia', 'rest', 'rock-slide', 'super-fang', 'substitute', 'thief', 'snore', 'curse', 'protect', 'sludge-bomb', 'mud-slap', 'icy-wind', 'detect', 'outrage', 'sandstorm', 'endure', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'megahorn', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'shadow-ball', 'rock-smash', 'whirlpool', 'beat-up', 'uproar', 'torment', 'flatter', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'superpower', 'brick-break', 'secret-power', 'rock-tomb', 'sand-tomb', 'mud-shot', 'rock-blast', 'shock-wave', 'water-pulse', 'natural-gift', 'fling', 'sucker-punch', 'toxic-spikes', 'poison-jab', 'aqua-tail', 'dragon-pulse', 'focus-blast', 'earth-power', 'giga-impact', 'avalanche', 'shadow-claw', 'rock-climb', 'stone-edge', 'captivate', 'stealth-rock', 'hone-claws', 'venoshock', 'smack-down', 'sludge-wave', 'round', 'echoed-voice', 'chip-away', 'hex', 'incinerate', 'quash', 'bulldoze', 'dragon-tail', 'drill-run', 'confide', 'venom-drench', 'power-up-punch', 'high-horsepower', 'throat-chop', 'smart-strike', 'stomping-tantrum', 'body-press', 'scorching-sands']",['nidoking'],81,102,77,85,75,85,"['poison-point', 'rivalry', 'sheer-force']",poison,ground
35,clefairy,6,75,1,"['pound', 'double-slap', 'mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'growl', 'sing', 'flamethrower', 'water-gun', 'ice-beam', 'blizzard', 'psybeam', 'bubble-beam', 'submission', 'counter', 'seismic-toss', 'strength', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'psychic', 'rage', 'teleport', 'night-shade', 'mimic', 'double-team', 'minimize', 'defense-curl', 'light-screen', 'reflect', 'bide', 'metronome', 'fire-blast', 'swift', 'skull-bash', 'amnesia', 'soft-boiled', 'dream-eater', 'flash', 'psywave', 'splash', 'rest', 'tri-attack', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'protect', 'sweet-kiss', 'mud-slap', 'zap-cannon', 'icy-wind', 'detect', 'endure', 'charm', 'rollout', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'present', 'frustration', 'safeguard', 'dynamic-punch', 'baton-pass', 'encore', 'iron-tail', 'moonlight', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'rock-smash', 'uproar', 'facade', 'focus-punch', 'follow-me', 'helping-hand', 'trick', 'role-play', 'wish', 'magic-coat', 'recycle', 'brick-break', 'knock-off', 'endeavor', 'skill-swap', 'imprison', 'snatch', 'secret-power', 'hyper-voice', 'meteor-mash', 'fake-tears', 'tickle', 'cosmic-power', 'signal-beam', 'bounce', 'covet', 'magical-leaf', 'calm-mind', 'shock-wave', 'water-pulse', 'gravity', 'wake-up-slap', 'healing-wish', 'natural-gift', 'fling', 'lucky-chant', 'copycat', 'last-resort', 'drain-punch', 'zen-headbutt', 'captivate', 'stealth-rock', 'grass-knot', 'charge-beam', 'wonder-room', 'psyshock', 'telekinesis', 'after-you', 'round', 'echoed-voice', 'stored-power', 'ally-switch', 'heal-pulse', 'incinerate', 'retaliate', 'bestow', 'work-up', 'disarming-voice', 'draining-kiss', 'misty-terrain', 'play-rough', 'moonblast', 'confide', 'mystical-fire', 'dazzling-gleam', 'power-up-punch', 'spotlight', 'life-dew', 'meteor-beam', 'misty-explosion', 'dual-wingbeat', 'tera-blast', 'chilling-water', 'alluring-voice']",['clefairy'],70,45,48,60,65,35,"['cute-charm', 'magic-guard', 'friend-guard']",fairy,
36,clefable,13,400,1,"['pound', 'double-slap', 'mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'growl', 'sing', 'flamethrower', 'water-gun', 'ice-beam', 'blizzard', 'psybeam', 'bubble-beam', 'hyper-beam', 'submission', 'counter', 'seismic-toss', 'strength', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'psychic', 'rage', 'teleport', 'night-shade', 'mimic', 'double-team', 'minimize', 'defense-curl', 'light-screen', 'reflect', 'bide', 'metronome', 'fire-blast', 'swift', 'skull-bash', 'amnesia', 'soft-boiled', 'dream-eater', 'flash', 'psywave', 'splash', 'rest', 'tri-attack', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'protect', 'sweet-kiss', 'mud-slap', 'zap-cannon', 'icy-wind', 'detect', 'endure', 'charm', 'rollout', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'present', 'frustration', 'safeguard', 'dynamic-punch', 'baton-pass', 'encore', 'iron-tail', 'moonlight', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'rock-smash', 'uproar', 'facade', 'focus-punch', 'follow-me', 'helping-hand', 'trick', 'role-play', 'wish', 'magic-coat', 'recycle', 'brick-break', 'knock-off', 'endeavor', 'skill-swap', 'imprison', 'snatch', 'secret-power', 'hyper-voice', 'meteor-mash', 'fake-tears', 'tickle', 'cosmic-power', 'signal-beam', 'bounce', 'covet', 'magical-leaf', 'calm-mind', 'shock-wave', 'water-pulse', 'gravity', 'healing-wish', 'natural-gift', 'fling', 'copycat', 'last-resort', 'drain-punch', 'focus-blast', 'giga-impact', 'zen-headbutt', 'captivate', 'stealth-rock', 'grass-knot', 'charge-beam', 'wonder-room', 'psyshock', 'telekinesis', 'after-you', 'round', 'echoed-voice', 'stored-power', 'ally-switch', 'heal-pulse', 'incinerate', 'retaliate', 'work-up', 'disarming-voice', 'draining-kiss', 'misty-terrain', 'play-rough', 'moonblast', 'confide', 'mystical-fire', 'dazzling-gleam', 'power-up-punch', 'spotlight', 'laser-focus', 'life-dew', 'meteor-beam', 'misty-explosion', 'dual-wingbeat', 'tera-blast', 'chilling-water', 'alluring-voice']",['clefable'],95,70,73,95,90,60,"['cute-charm', 'magic-guard', 'unaware']",fairy,
37,vulpix,6,99,1,"['headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'roar', 'disable', 'ember', 'flamethrower', 'fire-spin', 'dig', 'toxic', 'hypnosis', 'agility', 'quick-attack', 'rage', 'mimic', 'double-team', 'confuse-ray', 'reflect', 'bide', 'fire-blast', 'swift', 'skull-bash', 'rest', 'substitute', 'snore', 'curse', 'flail', 'spite', 'protect', 'feint-attack', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'pain-split', 'baton-pass', 'encore', 'iron-tail', 'hidden-power', 'sunny-day', 'psych-up', 'heat-wave', 'will-o-wisp', 'memento', 'facade', 'helping-hand', 'role-play', 'imprison', 'grudge', 'secret-power', 'weather-ball', 'overheat', 'extrasensory', 'howl', 'covet', 'healing-wish', 'natural-gift', 'payback', 'power-swap', 'flare-blitz', 'dark-pulse', 'energy-ball', 'nasty-plot', 'zen-headbutt', 'captivate', 'ominous-wind', 'flame-burst', 'flame-charge', 'foul-play', 'round', 'hex', 'incinerate', 'inferno', 'tail-slap', 'snarl', 'confide', 'mystical-fire', 'baby-doll-eyes', 'burning-jealousy', 'tera-blast']",['vulpix'],38,41,40,50,65,65,"['flash-fire', 'drought']",fire,
38,ninetales,11,199,1,"['headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'roar', 'disable', 'ember', 'flamethrower', 'hyper-beam', 'solar-beam', 'fire-spin', 'dig', 'toxic', 'hypnosis', 'agility', 'quick-attack', 'rage', 'night-shade', 'mimic', 'double-team', 'confuse-ray', 'reflect', 'bide', 'fire-blast', 'swift', 'skull-bash', 'dream-eater', 'rest', 'substitute', 'snore', 'curse', 'flail', 'spite', 'protect', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'pain-split', 'baton-pass', 'encore', 'iron-tail', 'hidden-power', 'sunny-day', 'psych-up', 'shadow-ball', 'heat-wave', 'will-o-wisp', 'memento', 'facade', 'helping-hand', 'role-play', 'imprison', 'grudge', 'secret-power', 'weather-ball', 'fake-tears', 'overheat', 'extrasensory', 'howl', 'covet', 'calm-mind', 'healing-wish', 'natural-gift', 'payback', 'power-swap', 'flare-blitz', 'dark-pulse', 'energy-ball', 'giga-impact', 'nasty-plot', 'zen-headbutt', 'captivate', 'ominous-wind', 'psyshock', 'flame-charge', 'foul-play', 'round', 'stored-power', 'hex', 'incinerate', 'inferno', 'tail-slap', 'snarl', 'confide', 'mystical-fire', 'baby-doll-eyes', 'laser-focus', 'burning-jealousy', 'scorching-sands', 'tera-blast']",['ninetales'],73,76,75,81,100,100,"['flash-fire', 'drought']",fire,
